Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2020,"Max Stassi","LAA",10,33,28,5,3,0,0,2,2,6,5,0,4,0,0,0,2,0,0,0.178571428,10059
2020,"Jonathan Villar","2 Tms",14,55,51,16,12,2,0,2,5,5,4,0,9,0,0,0,1,5,3,0.31372549,10071
2020,"Mike Trout","LAA",18,82,67,25,11,4,0,10,22,22,13,3,17,0,2,0,0,1,0,0.373134328,10155
2020,"Tucker Barnhart","CIN",13,43,40,6,2,2,0,2,4,6,3,0,13,0,0,0,0,0,0,0.15,10200
2020,"Jose Iglesias","BAL",10,36,33,13,8,5,0,0,3,4,1,0,2,2,0,0,0,0,0,0.393939393,10231
2020,"Randal Grichuk","TOR",14,63,57,17,10,3,0,4,14,8,5,1,14,0,1,0,1,0,0,0.298245614,10243
2020,"Brandon Belt","SFG",13,50,38,17,9,4,0,4,9,10,12,0,8,0,0,0,1,0,0,0.447368421,10264
2020,"Danny Santana","TEX",9,38,35,4,2,2,0,0,5,0,3,0,16,0,0,0,1,1,0,0.114285714,10322
2020,"Marcell Ozuna","ATL",19,78,65,22,15,3,0,4,13,10,13,2,17,0,0,0,1,0,0,0.338461538,10324
2020,"John Ryan Murphy","PIT",8,20,18,3,2,1,0,0,3,0,1,0,7,0,0,1,1,0,0,0.166666666,10346
2020,"Domingo Santana","CLE",11,37,33,6,4,2,0,0,3,5,4,0,13,0,0,0,0,0,0,0.181818181,10348
2020,"Enrique Hernandez","LAD",15,50,48,13,7,2,1,3,9,12,0,0,11,1,1,0,3,0,0,0.270833333,10472
2020,"Derek Dietrich","TEX",7,22,19,5,3,1,0,1,3,1,2,0,6,1,0,0,3,1,0,0.263157894,10542
2020,"Cesar Hernandez","CLE",17,77,68,24,15,7,0,2,13,11,9,0,15,0,0,0,3,0,0,0.352941176,10556
2020,"Gio Urshela","NYY",16,65,60,18,8,4,0,6,10,18,3,0,12,1,1,0,1,1,0,0.3,10681
2020,"Corey Dickerson","MIA",11,42,40,6,4,0,0,2,4,4,2,0,6,0,0,0,0,0,0,0.15,10762
2020,"Jurickson Profar","SDP",17,58,45,7,6,0,0,1,9,4,10,0,7,2,1,0,0,2,0,0.155555555,10815
2020,"Jedd Gyorko","MIL",10,24,21,7,4,0,0,3,5,4,3,0,9,0,0,0,0,0,0,0.333333333,10816
2020,"Andrelton Simmons","LAA",8,34,31,14,12,2,0,0,5,5,2,0,3,1,0,0,0,0,0,0.451612903,10847
2020,"Adam Duvall","ATL",16,56,49,16,10,3,0,3,11,7,4,0,14,2,1,0,2,0,0,0.326530612,10950
2020,"Greg Garcia","SDP",13,25,20,5,3,2,0,0,1,4,3,0,7,0,0,2,0,0,0,0.25,10951
2020,"Phil Gosselin","PHI",13,36,32,10,7,1,0,2,6,6,4,1,7,0,0,0,0,0,0,0.3125,10953
2020,"Kevin Kiermaier","TBR",18,55,45,6,4,1,1,0,5,6,9,0,14,1,0,0,0,2,0,0.133333333,11038
2020,"Kole Calhoun","ARI",16,68,59,13,3,5,0,5,11,13,9,0,11,0,0,0,2,0,0,0.220338983,11200
2020,"Adam Eaton","WSN",15,62,59,13,6,4,0,3,7,9,3,0,13,0,0,0,1,0,0,0.220338983,11205
2020,"Jonathan Schoop","DET",20,80,71,19,11,1,1,6,10,16,5,0,15,1,2,0,5,0,0,0.267605633,11265
