Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Jake Faria (15414884),Jake Faria,15414884,P,7100,STL@MIL 09/16/2020 05:10PM ET,MIL,0
SP,German Marquez (15414665),German Marquez,15414665,P,7000,OAK@COL 09/16/2020 03:10PM ET,COL,15.29
SP,Zack Brown (15414885),Zack Brown,15414885,P,7000,STL@MIL 09/16/2020 05:10PM ET,MIL,0
RP,Kwang Hyun Kim (15414886),Kwang Hyun Kim,15414886,P,7000,STL@MIL 09/16/2020 05:10PM ET,STL,14.48
SP,Antonio Senzatela (15414887),Antonio Senzatela,15414887,P,6900,OAK@COL 09/16/2020 03:10PM ET,COL,14.05
RP,Daniel Ponce de Leon (15414888),Daniel Ponce de Leon,15414888,P,6800,STL@MIL 09/16/2020 05:10PM ET,STL,8.08
SP,Ryan Castellani (15414891),Ryan Castellani,15414891,P,6700,OAK@COL 09/16/2020 03:10PM ET,COL,7.91
SP,Kyle Freeland (15414892),Kyle Freeland,15414892,P,6700,OAK@COL 09/16/2020 03:10PM ET,COL,12.04
SP,Brett Anderson (15414889),Brett Anderson,15414889,P,6700,STL@MIL 09/16/2020 05:10PM ET,MIL,9.52
SP,Genesis Cabrera (15414890),Genesis Cabrera,15414890,P,6700,STL@MIL 09/16/2020 05:10PM ET,STL,5.34
RP,Trey Wingenter (15414893),Trey Wingenter,15414893,P,6600,LAD@SD 09/16/2020 04:10PM ET,SD,0
SP,Eric Lauer (15414894),Eric Lauer,15414894,P,6600,STL@MIL 09/16/2020 05:10PM ET,MIL,0.4
SP,Mike Fiers (15414666),Mike Fiers,15414666,P,6500,OAK@COL 09/16/2020 03:10PM ET,OAK,10.16
SP,Jeff Hoffman (15414897),Jeff Hoffman,15414897,P,6500,OAK@COL 09/16/2020 03:10PM ET,COL,2.32
SP,Peter Lambert (15414898),Peter Lambert,15414898,P,6500,OAK@COL 09/16/2020 03:10PM ET,COL,0
RP,Matt Strahm (15414895),Matt Strahm,15414895,P,6500,LAD@SD 09/16/2020 04:10PM ET,SD,2.75
SP,Drew Pomeranz (15414896),Drew Pomeranz,15414896,P,6500,LAD@SD 09/16/2020 04:10PM ET,SD,4.48
